episode_id,regime,risk_score_start,leadership_state,start_decision_date,end_decision_date,start_execution_date,end_execution_date,months,strategy_id,switch_mode,episode_return,episode_maximum_drawdown,episode_excess_vs_global,episode_excess_vs_equal_pool,m2_minus_global,cash_minus_risky,sample_status
R3_ISOLATED_LEADERSHIP-004,R3_ISOLATED_LEADERSHIP,2.0,LEADERSHIP_STRONG,2018-04-30,2018-04-30,2018-05-01,2018-05-01,1,GLOBAL_0_M2_100,STATIC_OR_NOT_APPLICABLE,0.021100751421037733,0.0,-0.018641053413792852,-0.01812679240615256,-0.018641053413792852,-0.03935758194469097,INSUFFICIENT_REGIME_SAMPLE
R3_ISOLATED_LEADERSHIP-004,R3_ISOLATED_LEADERSHIP,2.0,LEADERSHIP_STRONG,2018-04-30,2018-04-30,2018-05-01,2018-05-01,1,GLOBAL_100,STATIC_OR_NOT_APPLICABLE,0.039741804834830585,0.0,0.0,0.0005142610076402931,-0.018641053413792852,-0.03935758194469097,INSUFFICIENT_REGIME_SAMPLE
R3_ISOLATED_LEADERSHIP-004,R3_ISOLATED_LEADERSHIP,2.0,LEADERSHIP_STRONG,2018-04-30,2018-04-30,2018-05-01,2018-05-01,1,GLOBAL_25_CASH75,STATIC_OR_NOT_APPLICABLE,0.010193064238491312,0.0,-0.029548740596339274,-0.02903447958869898,-0.018641053413792852,-0.03935758194469097,INSUFFICIENT_REGIME_SAMPLE
R3_ISOLATED_LEADERSHIP-004,R3_ISOLATED_LEADERSHIP,2.0,LEADERSHIP_STRONG,2018-04-30,2018-04-30,2018-05-01,2018-05-01,1,GLOBAL_50_CASH50,STATIC_OR_NOT_APPLICABLE,0.020027642626426756,0.0,-0.01971416220840383,-0.019199901200763536,-0.018641053413792852,-0.03935758194469097,INSUFFICIENT_REGIME_SAMPLE
R3_ISOLATED_LEADERSHIP-004,R3_ISOLATED_LEADERSHIP,2.0,LEADERSHIP_STRONG,2018-04-30,2018-04-30,2018-05-01,2018-05-01,1,GLOBAL_50_M2_25_CASH25,STATIC_OR_NOT_APPLICABLE,0.025106789890262382,0.0,-0.014635014944568203,-0.01412075393692791,-0.018641053413792852,-0.03935758194469097,INSUFFICIENT_REGIME_SAMPLE
R3_ISOLATED_LEADERSHIP-004,R3_ISOLATED_LEADERSHIP,2.0,LEADERSHIP_STRONG,2018-04-30,2018-04-30,2018-05-01,2018-05-01,1,GLOBAL_50_M2_50,STATIC_OR_NOT_APPLICABLE,0.0303281653469627,0.0,-0.009413639487867886,-0.008899378480227593,-0.018641053413792852,-0.03935758194469097,INSUFFICIENT_REGIME_SAMPLE
R3_ISOLATED_LEADERSHIP-004,R3_ISOLATED_LEADERSHIP,2.0,LEADERSHIP_STRONG,2018-04-30,2018-04-30,2018-05-01,2018-05-01,1,GLOBAL_75_CASH25,STATIC_OR_NOT_APPLICABLE,0.029872053258664488,0.0,-0.009869751576166097,-0.009355490568525804,-0.018641053413792852,-0.03935758194469097,INSUFFICIENT_REGIME_SAMPLE
R3_ISOLATED_LEADERSHIP-004,R3_ISOLATED_LEADERSHIP,2.0,LEADERSHIP_STRONG,2018-04-30,2018-04-30,2018-05-01,2018-05-01,1,GLOBAL_75_M2_10_CASH15,STATIC_OR_NOT_APPLICABLE,0.03182094092468968,0.0,-0.007920863910140907,-0.007406602902500614,-0.018641053413792852,-0.03935758194469097,INSUFFICIENT_REGIME_SAMPLE
R3_ISOLATED_LEADERSHIP-004,R3_ISOLATED_LEADERSHIP,2.0,LEADERSHIP_STRONG,2018-04-30,2018-04-30,2018-05-01,2018-05-01,1,GLOBAL_75_M2_25,STATIC_OR_NOT_APPLICABLE,0.03495545495285435,0.0,-0.004786349881976237,-0.004272088874335944,-0.018641053413792852,-0.03935758194469097,INSUFFICIENT_REGIME_SAMPLE
R3_ISOLATED_LEADERSHIP-004,R3_ISOLATED_LEADERSHIP,2.0,LEADERSHIP_STRONG,2018-04-30,2018-04-30,2018-05-01,2018-05-01,1,GLOBAL_90_M2_10,STATIC_OR_NOT_APPLICABLE,0.03773360667457237,0.0,-0.002008198160258212,-0.001493937152617919,-0.018641053413792852,-0.03935758194469097,INSUFFICIENT_REGIME_SAMPLE
