strategy_id,year,global_contribution,m2_contribution,cash_yield_contribution,other_market_contribution,risk_timing_contribution,m2_selection_contribution,interaction_contribution,switching_contribution,cost_contribution,reconciliation_error,attribution_basis,policy_id,switch_mode,mechanism_attribution_method,strategy_switches,months_risk_score_0,months_risk_score_1,months_risk_score_2,months_risk_score_3,months_R1_BROAD_RISK_ON,months_R2_LEADERSHIP_RISK_ON,months_R3_ISOLATED_LEADERSHIP,months_R4_CAPITAL_PRESERVATION
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_IMMEDIATE_MONTHLY,2022,-0.05509869618302981,0.0,0.0034395681059282038,1.558215362296167e-15,0.020013493640297253,0.0,0.0,0.0,-0.00027938944899430496,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,0,6,5,1,2,4,4,2
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_IMMEDIATE_MONTHLY,2023,0.12603275506078207,0.0,0.011179836641048099,1.807581861967833e-15,-0.031858897418800214,0.0,0.0,0.0,-0.00021386635860976,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,7,5,0,0,2,10,0,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_IMMEDIATE_MONTHLY,2024,0.1475326690123326,0.0,0.012363159248031108,9.159339953157541e-16,-0.03717142352484526,0.0,0.0,0.0,-0.0002146152466007134,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,12,0,0,0,0,12,0,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_IMMEDIATE_MONTHLY,2025,0.09632796301882604,0.0,0.010336140926498793,7.164407955784213e-16,-0.023601606008921583,0.0,0.0,0.0,-0.00021383290302434688,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,7,1,3,1,0,8,4,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_IMMEDIATE_MONTHLY,2026,0.08260706688633365,0.0,0.005828654199304799,-6.539907504432563e-16,-0.021915186870739567,0.0,0.0,0.0,-0.00012487477665656943,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,7,1,0,0,0,8,0,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_ASYMMETRIC_HYSTERESIS,2017,0.040991577650743,0.0,0.000534035578858654,-1.522978791690388e-15,-0.013936224006379727,0.0,0.0,0.0,-0.0001866432829000786,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,11,0,0,0,1,10,0,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_ASYMMETRIC_HYSTERESIS,2018,-0.02048078784483236,0.0,0.0014054386448611022,1.43982048506075e-16,0.007911652287238669,0.0,0.0,0.0,-0.00031265510718359035,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,7,2,1,2,1,8,1,2
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_ASYMMETRIC_HYSTERESIS,2019,0.16094874874976123,0.0,0.0017583924674606662,7.342217112071836e-16,-0.05291077470457106,0.0,0.0,0.0,-0.0003205354474513644,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,9,1,2,0,1,9,2,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_ASYMMETRIC_HYSTERESIS,2020,0.10794210794004708,0.0,0.0004716808436051104,-1.446325698095663e-16,-0.03642874725705125,0.0,0.0,0.0,-0.0003899691056954424,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,2,4,4,2,0,6,5,1
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_ASYMMETRIC_HYSTERESIS,2021,0.1639304148153879,0.0,0.00013613957259072263,6.201636426617085e-16,-0.05544793550579441,0.0,0.0,0.0,-0.00023873068756163907,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,12,0,0,0,0,12,0,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_ASYMMETRIC_HYSTERESIS,2022,-0.05509869618302981,0.0,0.0034395681059282038,1.558215362296167e-15,0.020013493640297253,0.0,0.0,0.0,-0.00027938944899430496,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,0,6,5,1,2,4,4,2
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_ASYMMETRIC_HYSTERESIS,2023,0.12603275506078207,0.0,0.011179836641048099,1.807581861967833e-15,-0.031858897418800214,0.0,0.0,0.0,-0.00021386635860976,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,7,5,0,0,2,10,0,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_ASYMMETRIC_HYSTERESIS,2024,0.1475326690123326,0.0,0.012363159248031108,9.159339953157541e-16,-0.03717142352484526,0.0,0.0,0.0,-0.0002146152466007134,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,12,0,0,0,0,12,0,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_ASYMMETRIC_HYSTERESIS,2025,0.09632796301882604,0.0,0.010336140926498793,7.164407955784213e-16,-0.023601606008921583,0.0,0.0,0.0,-0.00021383290302434688,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,7,1,3,1,0,8,4,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_ASYMMETRIC_HYSTERESIS,2026,0.08260706688633365,0.0,0.005828654199304799,-6.539907504432563e-16,-0.021915186870739567,0.0,0.0,0.0,-0.00012487477665656943,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,7,1,0,0,0,8,0,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2017,0.05527519395308079,0.0,0.0,-1.0061396160665481e-15,0.0,0.0,0.0,0.008340321905430215,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,11,0,0,0,1,10,0,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2018,-0.07324399177514283,0.0,0.0006532436124903414,-2.3804742899091735e-15,-0.0482950047926517,0.0,0.0,-0.052886931533986825,-0.003003913224390198,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,6,7,2,1,2,1,8,1,2
POLICY_1_RISK_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2019,0.14999737215711795,0.0,0.0011384831188655008,-5.039371697712625e-16,-0.06722589071477647,0.0,0.0,-0.03581362727213755,-0.003064365516417089,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,3,9,1,2,0,1,9,2,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2020,0.02516924389748864,0.0,0.00032995036326745276,-3.3946370020521144e-16,-0.12159343855408011,0.0,0.0,-0.09991704597793938,-0.002640065879828013,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,5,2,4,4,2,0,6,5,1
POLICY_1_RISK_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2021,0.21927575920621298,0.0,1.0710953535619958e-06,7.649272908198624e-16,-0.0005093166011239658,0.0,0.0,0.03237903374512263,-0.0005103876964792642,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,12,0,0,0,0,12,0,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2022,-0.11038664279422489,0.0,0.005430453308404032,3.2699537522162814e-16,-0.03753932958989281,0.0,0.0,-0.04921483083724032,-0.0045351512704638886,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,8,0,6,5,1,2,4,4,2
POLICY_1_RISK_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2023,0.14416258477638286,0.0,0.005031328454486074,-5.39499001028787e-16,-0.020275751910215356,0.0,0.0,-0.0013319841065119187,-0.0006120423790613172,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,1,7,5,0,0,2,10,0,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2024,0.1968526365386099,0.0,0.0,-6.106226635438361e-16,1.1102230246251565e-16,0.0,0.0,0.022041947645984772,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,12,0,0,0,0,12,0,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2025,0.07528644374517277,0.0,0.008767387587265803,1.2524703496552547e-15,-0.04904091188040138,0.0,0.0,-0.03493639144244154,-0.0030428661616184183,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,5,7,1,3,1,0,8,4,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2026,0.0959702229416931,0.0,0.0007353357038346229,5.930585883495709e-16,-0.01453004842353256,0.0,0.0,-0.0015389359698567695,-0.0010095738893400874,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,2,7,1,0,0,0,8,0,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_ASYMMETRIC_HYSTERESIS,2017,0.05527519395308079,0.0,0.0,-1.0061396160665481e-15,0.0,0.0,0.0,0.010132407508693375,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,11,0,0,0,1,10,0,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_ASYMMETRIC_HYSTERESIS,2018,-0.09288306098960804,0.0,0.0008414352013553824,2.8731357570865868e-16,-0.0677920195011289,0.0,0.0,-0.07344155206041325,-0.0030500503072699026,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,5,7,2,1,2,1,8,1,2
POLICY_1_RISK_TIMING_ONLY|SWITCH_ASYMMETRIC_HYSTERESIS,2019,0.1369958222761455,0.0,0.0014182675684285564,-2.905661822261152e-17,-0.07998643627846647,0.0,0.0,-0.04170437133229832,-0.00310314564869818,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,2,9,1,2,0,1,9,2,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_ASYMMETRIC_HYSTERESIS,2020,0.016703504433643143,0.0,0.0003545650616584678,1.3633300217918976e-15,-0.13010634340523808,0.0,0.0,-0.10371183009431384,-0.0027118459655331995,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,4,2,4,4,2,0,6,5,1
POLICY_1_RISK_TIMING_ONLY|SWITCH_ASYMMETRIC_HYSTERESIS,2021,0.2187224100653139,0.0,1.0479195052648033e-05,5.58601288055266e-17,-0.001079307464617263,0.0,0.0,0.03901648323443252,-0.0005364375187718595,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,1,12,0,0,0,0,12,0,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_ASYMMETRIC_HYSTERESIS,2022,-0.09617219057788697,0.0,0.006900852618103361,-9.8879238130678e-17,-0.02049618852859114,0.0,0.0,-0.0348164379504492,-0.0031768617351990436,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,6,0,6,5,1,2,4,4,2
POLICY_1_RISK_TIMING_ONLY|SWITCH_ASYMMETRIC_HYSTERESIS,2023,0.13802656672061392,0.0,0.006084415472958432,1.1934897514720433e-15,-0.025897094319131564,0.0,0.0,-0.0028226250839340494,-0.0011504537506826784,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,1,7,5,0,0,2,10,0,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_ASYMMETRIC_HYSTERESIS,2024,0.19685263653861013,0.0,0.0,7.216449660063518e-16,1.6653345369377348e-15,0.0,0.0,0.02687405115354513,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,12,0,0,0,0,12,0,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_ASYMMETRIC_HYSTERESIS,2025,0.06251697463907936,0.0,0.01042346498047075,-7.875644580934704e-16,-0.060184145301407255,0.0,0.0,-0.04303172635823782,-0.003072707869733793,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,4,7,1,3,1,0,8,4,0
POLICY_1_RISK_TIMING_ONLY|SWITCH_ASYMMETRIC_HYSTERESIS,2026,0.08371794908507245,0.0,0.0014982026537077578,-7.068998164605489e-16,-0.026049020500184206,0.0,0.0,-0.010207937172916237,-0.0010391390592429106,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_1_RISK_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,2,7,1,0,0,0,8,0,0
POLICY_2_ALPHA_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2017,0.03720625443652787,0.013070342542719151,0.0,-9.97465998686664e-16,0.0,0.008851003470678798,0.0,0.008851003470678798,-0.0028486668467961884,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_2_ALPHA_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,1,11,0,0,0,1,10,0,0
POLICY_2_ALPHA_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2018,0.001089184271532746,-0.03545859111841878,0.0,4.2327252813834093e-16,0.0,-0.009506942584655786,0.0,-0.009506942584655786,-0.006142021504117801,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_2_ALPHA_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,5,7,2,1,2,1,8,1,2
POLICY_2_ALPHA_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2019,0.18805029415869537,0.010967477777457643,0.0,-1.249000902703301e-16,0.0,0.0023099314894194922,0.0,0.0023099314894194922,-0.007366101651385293,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_2_ALPHA_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,3,9,1,2,0,1,9,2,0
POLICY_2_ALPHA_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2020,0.1324942760451897,0.040984227588545676,0.0,2.0816681711721685e-17,0.0,0.17188746496094487,0.0,0.17188746496094487,-0.005207496512126486,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_2_ALPHA_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,2,2,4,4,2,0,6,5,1
POLICY_2_ALPHA_TIMING_ONLY|SWITCH_IMMEDIATE_MONTHLY,2021,0.165328715515356,0.055008633373135975,0.0,1.3183898417423734e-16,0.0,0.054297730134902245,0.0,0.054297730134902245,-0.004102511704525247,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_2_ALPHA_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,12,0,0,0,0,12,0,0
