regime,strategy_id,sample_status,annualised_return,maximum_drawdown,ulcer_index,rank_by_return,rank_by_drawdown,rank_by_balanced_score,interpretation,summary_level,risk_score_substate
RISK_SCORE_0,GLOBAL_25_CASH75,REGIME_SAMPLE_SUFFICIENT,0.03873122645201588,-0.02684327556924382,,15.0,2.0,6.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,GLOBAL_50_CASH50,REGIME_SAMPLE_SUFFICIENT,0.05544301486521008,-0.055792502806356836,,13.0,4.0,6.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,GLOBAL_50_M2_25_CASH25,REGIME_SAMPLE_SUFFICIENT,0.07778364857145381,-0.08519348141744698,,10.0,7.0,6.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,GLOBAL_50_M2_50,REGIME_SAMPLE_SUFFICIENT,0.10063824130779153,-0.113968366150617,,3.0,13.0,4.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,GLOBAL_75_CASH25,REGIME_SAMPLE_SUFFICIENT,0.07177828679888454,-0.08457583436714056,,11.0,6.0,6.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,GLOBAL_75_M2_10_CASH15,REGIME_SAMPLE_SUFFICIENT,0.07998644178512149,-0.09651069477121654,,8.0,9.0,6.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,GLOBAL_75_M2_25,REGIME_SAMPLE_SUFFICIENT,0.09385692081120234,-0.11374280395480185,,4.0,12.0,4.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,GLOBAL_90_M2_10,REGIME_SAMPLE_SUFFICIENT,0.08954095627904968,-0.1136335390993658,,6.0,11.0,6.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,M2_TOP7_CASH0_100,REGIME_SAMPLE_SUFFICIENT,0.11308079531854931,-0.11480340384711574,,1.0,14.0,2.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,M2_TOP7_CASH0_25_CASH75,REGIME_SAMPLE_SUFFICIENT,0.044472646259305915,-0.027697741976942747,,14.0,3.0,6.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
