oracle_type,period_id,best_static_candidate,oracle_return,best_causal_policy_return,captured_fraction,status
MONTHLY_ORACLE,2025-02,M2_TOP7_CASH0_25_CASH75,-0.004842192620182262,-0.02637183562284584,,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2025-03,M2_TOP7_CASH0_25_CASH75,0.0031280213197264484,-0.04966972414186699,-15.878959592964252,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2025-04,GLOBAL_25_CASH75,-0.0036608757620292254,0.0003757187076449675,,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2025-05,GLOBAL_100,0.055015772870662616,0.051864172297205746,0.942714599668244,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2025-06,GLOBAL_0_M2_100,0.03941942570580803,0.030027148318159114,0.7617347990367839,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2025-07,GLOBAL_100,0.05683671092476117,0.05468660959177041,0.9621705531863551,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2025-08,GLOBAL_0_M2_100,0.05176071733000631,0.015288540662367955,0.29536956694193656,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2025-09,GLOBAL_0_M2_100,0.12987725711589682,0.05695393275013627,0.4385212162227376,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2025-10,GLOBAL_0_M2_100,0.06375328499953792,0.05323990605191797,0.8350927493744652,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2025-11,GLOBAL_0_M2_100,0.0028561823167674305,-0.0038602069696094254,-1.351526807986939,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2025-12,GLOBAL_0_M2_100,0.015192221951040308,0.0023543855288747917,0.15497308665330367,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2026-01,GLOBAL_0_M2_100,0.08661509084188035,0.019539665345034818,0.22559192809374679,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2026-02,GLOBAL_0_M2_100,0.07871148469734623,0.03941390565439651,0.5007389430646244,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2026-03,GLOBAL_25_CASH75,-0.011228532202252839,-0.040010593873667566,,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2026-04,GLOBAL_100,0.07158765510658616,0.06410961489698264,0.8955400872054052,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2026-05,GLOBAL_0_M2_100,0.08530848479749142,0.06501712036883589,0.7621413101308274,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2026-06,GLOBAL_100,0.007201646090534863,0.007201646090534641,0.9999999999999691,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2026-07,GLOBAL_25_CASH75,-0.0012405205411264442,-0.009944820242144603,,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2026-08,GLOBAL_0_M2_100,0.06603792897963423,0.031912860163513246,0.4832504691865036,NONCAUSAL_DIAGNOSTIC_ONLY
ANNUAL_ORACLE,2017,GLOBAL_100,0.05269384422656387,0.05269384422656387,1.0,NONCAUSAL_DIAGNOSTIC_ONLY
ANNUAL_ORACLE,2018,GLOBAL_25_CASH75,-0.0036043077426196612,-0.0253249464259383,,NONCAUSAL_DIAGNOSTIC_ONLY
ANNUAL_ORACLE,2019,GLOBAL_100,0.2303131846887474,0.20781378809643591,0.9023095589480998,NONCAUSAL_DIAGNOSTIC_ONLY
ANNUAL_ORACLE,2020,GLOBAL_0_M2_100,0.30383263053931775,0.15316461643052315,0.5041085157925549,NONCAUSAL_DIAGNOSTIC_ONLY
ANNUAL_ORACLE,2021,GLOBAL_100,0.2363975734950967,0.23576785568532732,0.9973361917364078,NONCAUSAL_DIAGNOSTIC_ONLY
ANNUAL_ORACLE,2022,GLOBAL_25_CASH75,-0.009944587569935548,-0.058545252910594536,,NONCAUSAL_DIAGNOSTIC_ONLY
ANNUAL_ORACLE,2023,GLOBAL_100,0.17588932806323943,0.17603546598722408,1.0008308515678228,NONCAUSAL_DIAGNOSTIC_ONLY
ANNUAL_ORACLE,2024,GLOBAL_100,0.21106442577030649,0.21106442577030848,1.0000000000000095,NONCAUSAL_DIAGNOSTIC_ONLY
ANNUAL_ORACLE,2025,GLOBAL_0_M2_100,0.48898265452993606,0.20900745050939662,0.42743326081845906,NONCAUSAL_DIAGNOSTIC_ONLY
ANNUAL_ORACLE,2026,GLOBAL_0_M2_100,0.1467343996771613,0.1223804741527117,0.8340271566992331,NONCAUSAL_DIAGNOSTIC_ONLY
REGIME_ORACLE,R1_BROAD_RISK_ON,GLOBAL_25_CASH75,0.020244648020526057,0.015080316441048014,0.7449038593191679,NONCAUSAL_DIAGNOSTIC_ONLY
REGIME_ORACLE,R2_LEADERSHIP_RISK_ON,GLOBAL_0_M2_100,0.19316281048009554,0.17956011817586037,0.9295791344595452,NONCAUSAL_DIAGNOSTIC_ONLY
REGIME_ORACLE,R3_ISOLATED_LEADERSHIP,GLOBAL_0_M2_100,0.3172533048826369,0.14425688393324898,0.45470569325231974,NONCAUSAL_DIAGNOSTIC_ONLY
REGIME_ORACLE,R4_CAPITAL_PRESERVATION,GLOBAL_25_CASH75,-0.15701823657008462,-0.31423075519625476,,NONCAUSAL_DIAGNOSTIC_ONLY
