analysis_context_id,analysis_context_type,signal_id,forward_horizon_sessions,mean_contemporaneous_count,ic_observation_count,mean_spearman_ic,median_spearman_ic,ic_positive_frequency,ic_hac_t_statistic,ic_hac_p_value,ic_ci_low,ic_ci_high,top_bottom_observation_count,top_bottom_mean,top_bottom_median,top_bottom_positive_frequency,top_bottom_hac_t_statistic,top_bottom_hac_p_value,bucket_date_count,warning,bucket_count,bucket_1_mean_forward_return,bucket_2_mean_forward_return,bucket_3_mean_forward_return,bucket_4_mean_forward_return,bucket_5_mean_forward_return,bucket_monotonicity_fraction
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,SHORT_MINUS_LONG_RS,42,8.0,486,-0.028918572885245453,-0.048809523809523775,0.45267489711934156,-0.7794156226235506,0.43573492395948477,-0.10163890295585937,0.04380175718536847,489,-0.0036905588426978707,-0.0033163556189329535,0.46421267893660534,-0.9273214570991974,0.35375965691242905,468,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.04713309315912867,0.04529411993767886,0.018670545912422003,0.038524483016142586,-0.0008780893763912778,0.25
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,SHORT_MINUS_LONG_RS,63,7.90625,472,-0.05566005759913172,-0.09047619047619049,0.4449152542372881,-1.206046061564302,0.22779973055469704,-0.14611407237384583,0.034793957175582375,480,-0.009131059193075079,-0.007271696438396924,0.45,-1.5480006425924384,0.12162214179916249,449,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.08838581114428165,0.0763141458006164,0.039820916119775646,0.03909154348610112,0.0055409590516686084,0.0
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,SHORT_MINUS_LONG_RS,126,7.823788546255507,449,-0.14593579785797067,-0.18333333333333338,0.34743875278396436,-2.714595560858249,0.006635675283683327,-0.2513028411041141,-0.04056875461182724,454,-0.024567492365486443,-0.02523646837881105,0.3524229074889868,-2.3489759305430122,0.018825123678066217,429,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",3,0.06189633240118746,0.04601416746733478,0.030605529668302104,,,0.0
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_126,5,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_126,10,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_126,21,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_126,42,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_126,63,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_126,126,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_21,5,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_21,10,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_21,21,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_21,42,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_21,63,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_21,126,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_252,5,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
POOL_EUROPE_INDUSTRIES,FINE_POOL,RS_252,10,,0,,,,,,,,0,,,,,,0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0,,,,,,
