listing_id,share_class_id,fund_entity_id,economic_exposure_family_id,duplicate_group_id,isin,provider_issuer,ticker,mic,listing_currency,price_unit,accumulating_distributing,hedged_unhedged,ter_ocf_percent,current_investability_state,broker_status,implementation_evidence_confidence,implementation_selection_status,warning,implementation_evidence_order
LIST-AEACDB32142967DB,SC-F6CBFAD80D74150A,FUND-B987074B21334B3F,EUROPE_EX_UK,DUP-EUROPE_EX_UK,IE00BFXR5V83,LEGAL AND GENERAL ASSET MANAGEMENT,LGEG,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5
LIST-742967FB917123A3,SC-AD2C96C226FB3740,FUND-BEAA3A82B4C7485E,EUROPE_EX_UK,DUP-EUROPE_EX_UK,IE00BK5BQY34,VANGUARD,VERE,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,6
LIST-966A28E666E89B0F,SC-F43D10A2D10BD4E6,FUND-B756E6B19C71172A,EUROPE_EX_UK,DUP-EUROPE_EX_UK,IE00BKY58625,HSBC,HSXU,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,7
LIST-D593770447F6B604,SC-F6CBFAD80D74150A,FUND-B987074B21334B3F,EUROPE_EX_UK,DUP-EUROPE_EX_UK,IE00BFXR5V83,LEGAL AND GENERAL ASSET MANAGEMENT,LGEU,XLON,EUR,EUR,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,8
LIST-0A588E9E8E0ED8E3,SC-8C97ECD6C7AE3484,FUND-0189B25A4FCFB148,EUROPE_FINANCIALS,DUP-EUROPE_FINANCIALS,IE00BYTRR970,STREET GLOBAL ADVISORS,FNCW,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-38A9A7E263239093,SC-6D894C66EBEF6CAB,FUND-0189B25A4FCFB148,EUROPE_FINANCIALS,DUP-EUROPE_FINANCIALS,IE00BKWQ0G16,STREET GLOBAL ADVISORS,FNCE,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-5AC6510FC6DAAA39,SC-6D894C66EBEF6CAB,FUND-0189B25A4FCFB148,EUROPE_FINANCIALS,DUP-EUROPE_FINANCIALS,IE00BKWQ0G16,STREET GLOBAL ADVISORS,FNCL,XLON,EUR,EUR,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-96B18A2F49601F96,SC-8C97ECD6C7AE3484,FUND-0189B25A4FCFB148,EUROPE_FINANCIALS,DUP-EUROPE_FINANCIALS,IE00BYTRR970,STREET GLOBAL ADVISORS,WFIN,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4
LIST-12D97A6B27C89061,SC-B615478554F9855E,FUND-0189B25A4FCFB148,EUROPE_HEALTHCARE,DUP-EUROPE_HEALTHCARE,IE00BYTRRB94,STREET GLOBAL ADVISORS,HEAW,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-F5185DE9554ADCDC,SC-47A0987AB6D1A951,FUND-0189B25A4FCFB148,EUROPE_HEALTHCARE,DUP-EUROPE_HEALTHCARE,IE00BKWQ0H23,STREET GLOBAL ADVISORS,HEAE,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-FC91EE35ADF4961A,SC-3271462C579FC55E,FUND-C758EFEBA9C7F622,EUROPE_HEALTHCARE,DUP-EUROPE_HEALTHCARE,LU1834986900,AMUNDI,CH5,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-62AB7E6A4CF2519D,SC-47A0987AB6D1A951,FUND-0189B25A4FCFB148,EUROPE_HEALTHCARE,DUP-EUROPE_HEALTHCARE,IE00BKWQ0H23,STREET GLOBAL ADVISORS,HLTH,XLON,EUR,EUR,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4
LIST-BBB2BEBB76465320,SC-B615478554F9855E,FUND-0189B25A4FCFB148,EUROPE_HEALTHCARE,DUP-EUROPE_HEALTHCARE,IE00BYTRRB94,STREET GLOBAL ADVISORS,WHEA,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5
LIST-B6EBAFC9751E12BA,SC-373EA1A5D7A7CBE8,FUND-0189B25A4FCFB148,EUROPE_INDUSTRIALS,DUP-EUROPE_INDUSTRIALS,IE00BYTRRC02,STREET GLOBAL ADVISORS,WNDU,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-91702607131A396B,SC-4D88ACE511E2627D,FUND-EB7A6A967272227B,EUROPE_INFRASTRUCTURE,DUP-EUROPE_INFRASTRUCTURE,IE000PTMIE90,ISHARES,BLDR,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,0.4000,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-5DB20A4D2F5A8B76,SC-D22D672C12C820E7,FUND-D8DFAF359D3A1B94,EUROPE_INFRASTRUCTURE,DUP-EUROPE_INFRASTRUCTURE,IE000TIZ5AP4,FIRST TRUST,FTIE,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-B98A637C57643458,SC-D22D672C12C820E7,FUND-D8DFAF359D3A1B94,EUROPE_INFRASTRUCTURE,DUP-EUROPE_INFRASTRUCTURE,IE000TIZ5AP4,FIRST TRUST,FTEI,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-5C1A7E74DECF99D4,SC-698C24B4AEFF306A,FUND-0189B25A4FCFB148,EUROPE_MATERIALS,DUP-EUROPE_MATERIALS,IE00BYTRRF33,STREET GLOBAL ADVISORS,WMAT,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-2AD6F3AF3E653C09,SC-51B319FBCD60D86C,FUND-0189B25A4FCFB148,EUROPE_TECHNOLOGY,DUP-EUROPE_TECHNOLOGY,IE00BYTRRD19,STREET GLOBAL ADVISORS,TECW,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-47685F3F662B1CA1,SC-51B319FBCD60D86C,FUND-0189B25A4FCFB148,EUROPE_TECHNOLOGY,DUP-EUROPE_TECHNOLOGY,IE00BYTRRD19,STREET GLOBAL ADVISORS,WTEC,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-7BB0CE9F9AA5AC1D,SC-B452BF64FCD77810,FUND-0189B25A4FCFB148,EUROPE_UTILITIES,DUP-EUROPE_UTILITIES,IE00BYTRRH56,STREET GLOBAL ADVISORS,WUTI,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-DB4737448E908533,SC-8BED0470D7A37089,FUND-BB6B7E7B9401E72D,EUROZONE,DUP-EUROZONE,IE00B53L3W79,ISHARES,CS51,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,0.1000,CURRENTLY_INVESTABLE,NOT_CHECKED,HIGH,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-657B084B9D4FA98A,SC-8BED0470D7A37089,FUND-BB6B7E7B9401E72D,EUROZONE,DUP-EUROZONE,IE00B53L3W79,ISHARES,CSX5,XLON,EUR,EUR,ACCUMULATING,UNHEDGED,0.1000,CURRENTLY_INVESTABLE,NOT_CHECKED,HIGH,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-A769988F15D24B95,SC-8BED0470D7A37089,FUND-BB6B7E7B9401E72D,EUROZONE,DUP-EUROZONE,IE00B53L3W79,ISHARES,ISX5,XLON,USD,USD,ACCUMULATING,UNHEDGED,0.1000,CURRENTLY_INVESTABLE,NOT_CHECKED,HIGH,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-086829639EECA6FD,SC-CB2468350D7BAC15,FUND-C758EFEBA9C7F622,EUROZONE,DUP-EUROZONE,LU1646360971,AMUNDI,MFEX,XLON,GBP,GBX,DISTRIBUTING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4
LIST-453053B9F255A64F,SC-C6EA6C9840AA6A13,FUND-BEAA3A82B4C7485E,EUROZONE,DUP-EUROZONE,IE00BH04GL39,VANGUARD,VETA,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5
LIST-997874EE2C2C6018,SC-09D0C4F1E2696EF9,FUND-F26C5F58336A1D6C,EUROZONE,DUP-EUROZONE,IE00067X7JX0,INVESCO,SXEW,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,6
LIST-9B73AF39743A431D,SC-F0A4A0E3321BA302,FUND-B756E6B19C71172A,EUROZONE,DUP-EUROZONE,IE000MWUQBJ0,HSBC,H50A,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,7
LIST-1F27185B7C397A87,SC-ADAA7956B7E5C997,FUND-BB6B7E7B9401E72D,EUROZONE_USD_HEDGED,DUP-EUROZONE_USD_HEDGED,IE00BWZN1T31,ISHARES,EMUU,XLON,USD,USD,ACCUMULATING,HEDGED,0.3800,CURRENTLY_INVESTABLE,NOT_CHECKED,HIGH,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-F06BD8AF27B93CE9,SC-48774189D49FEB09,FUND-F9129891FA2DE705,EUR_OVERNIGHT_CASH,DUP-EUR_OVERNIGHT_CASH,LU3025345516,BNP PARIBAS EASY,CSGB,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-E98FBD8340D22A16,SC-48774189D49FEB09,FUND-F9129891FA2DE705,EUR_OVERNIGHT_CASH,DUP-EUR_OVERNIGHT_CASH,LU3025345516,BNP PARIBAS EASY,CSHE,XLON,EUR,EUR,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-FF42C2A08DAFDFAA,SC-F31523A7A731F068,FUND-C758EFEBA9C7F622,EUR_OVERNIGHT_CASH,DUP-EUR_OVERNIGHT_CASH,FR0010510800,AMUNDI,CSHD,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-8A311B083A50597F,SC-1587F085EBA177A2,FUND-12C5018C9F5DCE7E,GBP_CORPORATE_IG,DUP-GBP_CORPORATE_IG,IE00B4L60H17,ISHARES,ISXF,XLON,GBP,GBX,DISTRIBUTING,UNHEDGED,0.2000,CURRENTLY_INVESTABLE,NOT_CHECKED,HIGH,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-C48E38A07773B0BE,SC-A2119F5D4CE4DEC7,FUND-1CE38F53B0B1849F,GBP_CORPORATE_IG,DUP-GBP_CORPORATE_IG,IE00B00FV011,ISHARES,SLXX,XLON,GBP,GBX,DISTRIBUTING,UNHEDGED,0.2000,CURRENTLY_INVESTABLE,NOT_CHECKED,HIGH,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-4FC15E83D8AF2061,SC-1587F085EBA177A2,FUND-12C5018C9F5DCE7E,GBP_CORPORATE_IG,DUP-GBP_CORPORATE_IG,IE00B4L60H17,ISHARES,SSXF,XLON,EUR,EUR,DISTRIBUTING,UNHEDGED,0.2000,CURRENTLY_INVESTABLE,NOT_CHECKED,HIGH,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-46D83CB76AD483DA,SC-75AC0D78572F9283,FUND-B987074B21334B3F,GBP_CORPORATE_IG,DUP-GBP_CORPORATE_IG,IE00BLRPQM83,LEGAL AND GENERAL ASSET MANAGEMENT,GBPC,XLON,GBP,GBX,DISTRIBUTING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4
LIST-941EA47E8BA3924E,SC-67B64720685885D6,FUND-0189B25A4FCFB148,GBP_CORPORATE_IG,DUP-GBP_CORPORATE_IG,IE00BCBJF711,STREET GLOBAL ADVISORS,SUKC,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5
LIST-CC62A85122BA923F,SC-7E354508EEB8ACCB,FUND-F26C5F58336A1D6C,GBP_CORPORATE_IG,DUP-GBP_CORPORATE_IG,IE00BKW9SV11,INVESCO,IGBE,XLON,GBP,GBX,DISTRIBUTING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,6
LIST-27E8F8C60045F94A,SC-E7AE0ADA4C756130,FUND-EB7A6A967272227B,GBP_OVERNIGHT_CASH,DUP-GBP_OVERNIGHT_CASH,IE0006H7HTU4,ISHARES,SCSH,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,0.1000,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-04061D295421A7AA,SC-6415ABFE2EE0C567,FUND-F26C5F58336A1D6C,GBP_OVERNIGHT_CASH,DUP-GBP_OVERNIGHT_CASH,IE0006N7AK90,INVESCO,GONS,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-9661BDDB9304BADA,SC-E117F394D5F7A078,FUND-E42479B2B86DA0C7,GBP_OVERNIGHT_CASH,DUP-GBP_OVERNIGHT_CASH,IE000WNEYKM1,UBS,GBPO,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-17BC8AE00309BD01,SC-BC9273E5DA39E33A,FUND-D9311B5E45A51304,GLOBAL_AEROSPACE_DEFENCE,DUP-GLOBAL_AEROSPACE_DEFENCE,IE000017NMH7,WISDOMTREE,WDAP,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-428EEB5250E2241F,SC-8064D995D0BA0D29,FUND-62FD00F4EAE03DD2,GLOBAL_AEROSPACE_DEFENCE,DUP-GLOBAL_AEROSPACE_DEFENCE,IE000C7EUDG1,HANETF,ADEF,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-BA8EC33CE9E6BE73,SC-EDA770E12BC6D893,FUND-F26C5F58336A1D6C,GLOBAL_AEROSPACE_DEFENCE,DUP-GLOBAL_AEROSPACE_DEFENCE,IE000BRM9046,INVESCO,DFNX,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-DC2D9BBEACC98FC0,SC-4693BCFABA090CFD,FUND-D8DFAF359D3A1B94,GLOBAL_AEROSPACE_DEFENCE,DUP-GLOBAL_AEROSPACE_DEFENCE,IE000NVDQXE1,FIRST TRUST,ICBM,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4
LIST-FD2F52E4B19286D7,SC-DCA4F0F7251B8833,FUND-7ABE37E3A097D45E,GLOBAL_AEROSPACE_DEFENCE,DUP-GLOBAL_AEROSPACE_DEFENCE,IE000JCW3DZ3,GLOBAL X,ARMG,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5
LIST-454FA7C0F3E866DD,SC-BC9273E5DA39E33A,FUND-D9311B5E45A51304,GLOBAL_AEROSPACE_DEFENCE,DUP-GLOBAL_AEROSPACE_DEFENCE,IE000017NMH7,WISDOMTREE,WDAF,XLON,USD,USD,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,6
LIST-46B18F918C8A3EAE,SC-DCA4F0F7251B8833,FUND-7ABE37E3A097D45E,GLOBAL_AEROSPACE_DEFENCE,DUP-GLOBAL_AEROSPACE_DEFENCE,IE000JCW3DZ3,GLOBAL X,ARMR,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,7
LIST-5072C9105BE9FC30,SC-8064D995D0BA0D29,FUND-62FD00F4EAE03DD2,GLOBAL_AEROSPACE_DEFENCE,DUP-GLOBAL_AEROSPACE_DEFENCE,IE000C7EUDG1,HANETF,QUAD,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,8
LIST-EC08D9FD38D08E19,SC-4693BCFABA090CFD,FUND-D8DFAF359D3A1B94,GLOBAL_AEROSPACE_DEFENCE,DUP-GLOBAL_AEROSPACE_DEFENCE,IE000NVDQXE1,FIRST TRUST,MISL,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,9
LIST-F287231947D0EFBE,SC-EDA770E12BC6D893,FUND-F26C5F58336A1D6C,GLOBAL_AEROSPACE_DEFENCE,DUP-GLOBAL_AEROSPACE_DEFENCE,IE000BRM9046,INVESCO,IDFN,XLON,USD,USD,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,10
