signal_id,frequency_id,forward_horizon_sessions,regime_id,regime_state,ic_observation_count,ic_mean,ic_median,ic_standard_deviation,ic_information_ratio,ic_positive_frequency,ic_hac_lag,ic_hac_standard_error,ic_hac_t_statistic,ic_hac_p_value,ic_confidence_interval_low,ic_confidence_interval_high,spread_observation_count,spread_mean,spread_median,spread_standard_deviation,spread_information_ratio,spread_positive_frequency,spread_hac_lag,spread_hac_standard_error,spread_hac_t_statistic,spread_hac_p_value,spread_confidence_interval_low,spread_confidence_interval_high,descriptive_only_no_filter_optimisation,historical_eligibility_warning
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,42,US_LEADERSHIP,BROADER_LEADERSHIP,92,0.24274212259534494,0.3722963272867712,0.4265042671982089,0.5691434793606313,0.7391304347826086,8,0.08877430440842589,2.7343736930740223,0.006249906856616092,0.06874768320223484,0.41673656198845505,186,0.024868611410336427,0.02541956860749598,0.06335380306747103,0.3925354154959199,0.6935483870967742,8,0.01001665423745861,2.4827263496165166,0.013038120470509259,0.0052363298593270345,0.04450089296134582,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,42,US_LEADERSHIP,US_DOMINANT,190,0.025964107680236565,0.0016398026426067327,0.4034560805415853,0.06435423564662418,0.5052631578947369,8,0.052871080895405084,0.491083352950574,0.6233674950716728,-0.07766130669846112,0.12958952205893426,216,0.004331561752624722,-0.0030091335124698454,0.058329869995266424,0.07425975324437097,0.4675925925925926,8,0.0079494354871109,0.5448892263668098,0.5858297064603263,-0.011249045499537261,0.019912169004786706,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,63,EQUITY_TREND,BEAR_NONPOSITIVE_252,24,0.07850644864027415,0.1700854038018053,0.2748305087551975,0.2856540527318347,0.6666666666666666,12,0.08650936946248503,0.9074907045105517,0.364147362871562,-0.09104879983146569,0.24806169711201398,24,0.008620985083746209,0.024312421391639298,0.03880815767232515,0.2221436316698435,0.6666666666666666,12,0.014170223644839932,0.6083873691637555,0.5429305867116783,-0.019152142913017953,0.03639411308051037,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,63,EQUITY_TREND,BULL_POSITIVE_252,164,0.09161568453356837,0.11839093547817504,0.3790885770227092,0.24167355622556824,0.5914634146341463,12,0.07761965734170659,1.1803154983053685,0.23787475631296318,-0.060516048348516524,0.24374741741565326,164,0.022726327441709344,0.015504113160920398,0.07950408229469878,0.28585107563998263,0.5914634146341463,12,0.01676775711559399,1.3553588166287245,0.17530326412207542,-0.010137872606370096,0.05559052748978878,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,63,MARKET_VOLATILITY,HIGH,98,0.07480191714810709,0.12862071634166689,0.32053704660536897,0.23336434256287356,0.5918367346938775,12,0.07553276085763641,0.9903241493991355,0.3220157064729132,-0.07323957378573699,0.2228434080819512,98,0.014835161004192157,0.01641416243152416,0.0662974002326109,0.2237668589136459,0.6020408163265306,12,0.014789161765329432,1.0031103344187202,0.31580762898194426,-0.014151063417390336,0.04382138542577465,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,63,MARKET_VOLATILITY,LOW,77,0.028640434371974662,0.04861462792146924,0.3775679234712291,0.07585505174450308,0.5584415584415584,12,0.08747980084655416,0.32739482823254296,0.7433692775995699,-0.142816824662008,0.20009769340595734,77,0.01823855715766658,0.012319033405031366,0.08451305681670562,0.21580756683813831,0.5454545454545454,12,0.021024799808797286,0.867478279152752,0.38568000790241785,-0.022969293249740712,0.05944640756507387,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,63,RATES,FALLING,149,0.06930363158204882,0.10219660446509862,0.44293550471466014,0.15646438554681757,0.5570469798657718,12,0.08602755066606342,0.8055981025319143,0.4204746200481714,-0.09930726940163022,0.23791453256572787,175,0.007045780274092987,0.004313805460915025,0.07586032954525036,0.09287832410338014,0.5028571428571429,12,0.013968126507268386,0.5044184179193021,0.613967378114677,-0.020331244611652307,0.03442280515983828,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,63,RATES,RISING,126,0.13404675021055307,0.16869377452836248,0.39582008976330957,0.3386557521390833,0.626984126984127,12,0.08657379709744151,1.548352442710573,0.12153746458739291,-0.035634774105310546,0.3037282745264167,211,0.02941689251751502,0.0266557523440172,0.07591767608116835,0.3874841016743396,0.6635071090047393,12,0.013419046471063992,2.1921745767069067,0.02836690344807196,0.0031160447273602884,0.05571774030766975,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,63,RATES,UNCHANGED,1,0.2857136291128161,0.2857136291128161,,,1.0,0,0.0,,,0.2857136291128161,0.2857136291128161,1,0.10039941989651816,0.10039941989651816,,,1.0,0,0.0,,,0.10039941989651816,0.10039941989651816,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,63,CROSS_SECTIONAL_DISPERSION,HIGH,116,0.14688720232322847,0.1466421058722866,0.38988049564438315,0.37674929616691283,0.6120689655172413,12,0.07760322351872947,1.892797691422926,0.05838477870809732,-0.0052123208576929925,0.29898672550414995,116,0.03224102239976308,0.02019984006183859,0.07885714743062967,0.4088535212122069,0.6120689655172413,12,0.017453764661233773,1.847224540123026,0.06471460415793166,-0.001967727730893057,0.06644977253041921,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
