analysis_context_id,analysis_context_type,signal_id,weekly_date_count,mean_weekly_rank_autocorrelation,median_weekly_rank_autocorrelation,probability_top3_remains_top10_percent,probability_top5_remains_above_median,mean_absolute_percentile_rank_change,median_top3_duration_weeks,mean_top3_duration_weeks,top3_duration_run_count,warning
SECTOR,ROLE_GROUP,RS_63,1373,0.8488241934301687,0.8999999999999998,0.5965116279069768,0.8934240362811792,0.1002274561024758,2.0,3.7244582043343653,323,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,RS_126,1373,0.9044684910552175,0.9393939393939393,0.6252676659528907,0.9098277608915907,0.07911063092984422,2.0,5.863636363636363,132,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,RS_252,1373,0.9463005159634372,0.9648351648351648,0.6041666666666666,0.9593679458239278,0.05576358296622614,2.0,13.578947368421053,38,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,MH_LEVEL_EQ,1373,,,,,,35.0,35.0,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,MH_LEVEL_RECENCY_TILT,1373,,,,,,35.0,35.0,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,MH_LEVEL_60D_CENTERED,1373,,,,,,35.0,35.0,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,MH_LEVEL_3_6_12_REFERENCE,1373,,,,,,35.0,35.0,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,ACCEL_FAST_COMPOSITE,1373,0.6959620994764535,0.7427165296041922,0.36507936507936506,0.8724137931034482,0.15964032322803043,2.0,5.0,123,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,SHORT_MINUS_LONG_RS,1373,,,,,,35.0,35.0,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,DISCRETE_RECENT_CONSISTENCY,1373,0.8156940281940283,0.8582417582417583,0.5147679324894515,0.87,0.12036076832839422,2.0,5.0,198,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,PAIRWISE_MAJORITY_5H,1373,,,,,,35.0,35.0,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,RRG_TRANSPARENT_LEVEL,1373,0.9096337081595701,0.9381026756366436,0.5308641975308642,0.9485714285714286,0.07795884365267626,3.0,7.571428571428571,63,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,RRG_TRANSPARENT_MOMENTUM,1373,0.7280949345504514,0.7889662677447258,0.4888888888888889,0.8444444444444444,0.14489794078401674,2.0,5.761904761904762,63,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,RS_21,1373,0.7159584440716517,0.7833333333333333,0.47766990291262135,0.8249258160237388,0.14768975884646698,2.0,4.15979381443299,388,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,RS_42,1373,0.8371334867178857,0.8999999999999998,0.5609756097560976,0.8814655172413793,0.1046791801220437,3.0,5.478813559322034,236,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,RS_63,1373,0.8969436609142492,0.9258726567550097,0.5780590717299579,0.9066666666666666,0.0821004994206433,3.0,6.428571428571429,154,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,RS_126,1373,0.9410093827740886,0.9510489510489512,0.6296296296296297,0.9771428571428571,0.06518169789094899,5.0,9.73469387755102,49,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,RS_252,1373,,,,,,35.0,35.0,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
