subperiod_id,subperiod_start,subperiod_end,analysis_context_id,signal_id,top_tail_definition,forward_horizon_sessions,observation_count,mean_advantage_vs_global,median_advantage_vs_global,positive_frequency,hac_t_statistic,hac_p_value,ci_low,ci_high,dynamic_membership,warning
FULL,,,GEOGRAPHY,MH_LEVEL_RECENCY_TILT,TOP_3,63,147,-0.00277738931990597,-0.004278881841674798,0.4557823129251701,-0.616112314238282,0.5378203952513658,-0.011612763832411792,0.006057985192599853,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,PAIRWISE_MAJORITY_5H,TOP_3,10,169,-0.0011421670756553922,-0.0003007483909051034,0.4911242603550296,-1.1691182644687435,0.24235598614791298,-0.003056948839525315,0.0007726146882145307,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,PAIRWISE_MAJORITY_5H,TOP_3,21,162,-0.0019490345605837746,-0.0003458672476075453,0.49382716049382713,-1.096162990996588,0.27300745237048496,-0.005433952017881819,0.0015358828967142696,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,PAIRWISE_MAJORITY_5H,TOP_3,42,156,-0.004332084988851765,-0.0028537890456947212,0.4423076923076923,-1.4080367584537714,0.15912018571884723,-0.010362275965854465,0.0016981059881509344,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,PAIRWISE_MAJORITY_5H,TOP_3,63,148,-0.004490392974587786,-0.007505819437196082,0.4391891891891892,-0.9778930096620719,0.3281272428223031,-0.013490363748144173,0.004509577798968603,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,RRG_TRANSPARENT_LEVEL,TOP_3,10,240,-0.000971767322584971,0.000532469114119638,0.5375,-0.9682785983747497,0.3329052502354668,-0.0029387930905988143,0.0009952584454288723,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,RRG_TRANSPARENT_LEVEL,TOP_3,21,219,-0.0014944680321394373,0.0009260031606017627,0.5068493150684932,-0.8037361597967841,0.4215493661231262,-0.0051388275440722294,0.0021498914797933553,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,RRG_TRANSPARENT_LEVEL,TOP_3,42,189,-0.0025523306550988617,-0.0012114131584446408,0.48677248677248675,-0.9174729449686551,0.35889486382557123,-0.008004781529061361,0.002900120218863638,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,RRG_TRANSPARENT_LEVEL,TOP_3,63,175,-0.004235032391578014,-0.004783042319381758,0.4,-1.147306773606863,0.2512548555085241,-0.011469811399077972,0.002999746615921944,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,SHORT_MINUS_LONG_RS,TOP_3,10,168,-0.0015343700784226921,-0.0006630925916801256,0.48214285714285715,-1.0817198099632621,0.2793770479401485,-0.004314489352346788,0.0012457491955014037,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,SHORT_MINUS_LONG_RS,TOP_3,21,160,-0.00244441105709935,-0.0008449878124067167,0.475,-0.9644981586875959,0.3347962311203154,-0.007411717207113489,0.0025228950929147885,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,SHORT_MINUS_LONG_RS,TOP_3,42,156,-0.0036953972409214672,-0.002723396852945037,0.44871794871794873,-0.890825676513024,0.37302269801360965,-0.011825883027013276,0.0044350885451703405,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,SHORT_MINUS_LONG_RS,TOP_3,63,150,-0.0023539032919126283,0.001629052978749379,0.5066666666666667,-0.4972288874446051,0.6190276526375078,-0.011632458483967937,0.0069246519001426796,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,INDUSTRY,ACCEL_FAST_COMPOSITE,TOP_3,10,199,0.00028775149382476997,-0.0024780141846763026,0.46733668341708545,0.09341674045214902,0.9255724917143453,-0.0057495236419207165,0.006325026629570257,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,INDUSTRY,ACCEL_FAST_COMPOSITE,TOP_3,21,177,0.0011223774281626483,-0.0037035587896534494,0.4576271186440678,0.18875260490139822,0.8502867198152463,-0.01053213371041813,0.012776888566743427,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,INDUSTRY,ACCEL_FAST_COMPOSITE,TOP_3,42,144,-0.007723456868703602,-0.012208974205009049,0.4097222222222222,-0.6757021254329106,0.4992297862517515,-0.030126371894476388,0.014679458157069183,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,INDUSTRY,ACCEL_FAST_COMPOSITE,TOP_3,63,111,-0.032020815587527514,-0.030491287182373483,0.3153153153153153,-1.9276218233375513,0.053902182376724575,-0.06457888509438155,0.0005372539193265191,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
