signal_id,signal_family,registry_class,cohort_id,frequency_id,forward_horizon_sessions,primary_ic_mean,all_ready_ic_mean,experimental_only_ic_mean,ic_mean_change_with_experimental,primary_spread_mean,all_ready_spread_mean,experimental_only_spread_mean,spread_mean_change_with_experimental,primary_monotonicity,all_ready_monotonicity,experimental_effect,primary_decision_affected,primary_status,all_ready_status,experimental_only_status,historical_eligibility_warning
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,GLOBAL,MONTH_END,63,-0.015910096832471805,0.029076559203277536,,0.04498665603574934,-0.002604243981098961,0.007812192020476774,,0.010416436001575735,0.46794871794871795,0.5032051282051282,DESTABILISES,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,GLOBAL,MONTH_END,126,0.03524950042912598,0.09593212524630042,,0.06068262481717444,0.007064382122690546,0.024716025166867425,,0.01765164304417688,0.4897260273972603,0.5308219178082192,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,GLOBAL,WEEKLY_WEDNESDAY,1,-0.0012427212693925862,0.0097066726225792,,0.010949393891971786,-0.0006501979252080357,-0.0007732896852813591,,-0.00012309176007332349,0.4956896551724138,0.5035816618911175,DESTABILISES,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,GLOBAL,WEEKLY_WEDNESDAY,5,0.00593406149328532,0.019262544145085606,,0.013328482651800286,-0.00030608735256330513,8.749684730616844e-05,,0.00039358419986947356,0.5079250720461095,0.5222701149425287,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,GLOBAL,WEEKLY_WEDNESDAY,21,-0.005119727597021383,0.027027230355895868,,0.03214695795291725,-0.0003229962413478027,0.0015398026712107216,,0.0018627989125585243,0.4941860465116279,0.5014492753623189,DESTABILISES,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,GLOBAL,WEEKLY_WEDNESDAY,42,0.015736149879160482,0.05960213321577789,,0.04386598333661741,0.001787792529909087,0.007712654034625429,,0.005924861504716342,0.5088235294117647,0.5212609970674487,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,GLOBAL,WEEKLY_WEDNESDAY,63,-0.0006301115074745285,0.03987258233142511,,0.040502693838899644,0.0012740070167942912,0.010741965891771874,,0.009467958874977584,0.5201492537313432,0.5267857142857143,DESTABILISES,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,GLOBAL,WEEKLY_WEDNESDAY,126,0.023652894573664988,0.08217654638889199,,0.05852365181522701,0.0037163517819270514,0.022901991013574916,,0.019185639231647865,0.5129032258064516,0.5370967741935484,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,GLOBAL,MONTH_END,1,-0.020982456940035723,-0.009433017639235472,,0.011549439300800251,-0.003096597005956813,-0.003564976352080412,,-0.00046837934612359907,0.4660493827160494,0.4537037037037037,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,GLOBAL,MONTH_END,5,0.037773197889754535,0.0782797348056846,,0.04050653691593007,-0.0009197520280131184,0.00015015724496114083,,0.0010699092729742593,0.5185185185185185,0.5524691358024691,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
