analysis_context_id,robustness_variant_id,score_column,forward_horizon_sessions,observation_count,mean_top3_advantage_vs_global,median_top3_advantage_vs_global,positive_frequency,hac_t_statistic,hac_p_value,neighbourhood_not_optimisation_grid,warning
COUNTRY,MH_60D_WHOLE_STRUCTURE_NEIGHBOUR,MH_STRUCTURE_60D_NEIGHBOUR,10,83,-0.006878972451911508,-0.0008327907265516243,0.4939759036144578,-1.9373387488324243,0.05270394857787627,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,MH_60D_WHOLE_STRUCTURE_NEIGHBOUR,MH_STRUCTURE_60D_NEIGHBOUR,21,80,-0.012739732499221395,-0.0021315748500593257,0.45,-1.686725082134873,0.09165622684036505,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,MH_60D_WHOLE_STRUCTURE_NEIGHBOUR,MH_STRUCTURE_60D_NEIGHBOUR,42,76,-0.019518737587675885,-0.011971270251230182,0.4473684210526316,-1.5456597290254608,0.1221867678747194,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,MH_60D_WHOLE_STRUCTURE_NEIGHBOUR,MH_STRUCTURE_60D_NEIGHBOUR,63,72,-0.0225600015493551,-0.011090153843226758,0.375,-1.5547327195816076,0.12000973861548209,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GEOGRAPHY,RS42_NEIGHBOUR_32,RANK_RS_32,10,474,-0.002282550625567946,-0.0013737691215688907,0.4472573839662447,-2.6420755510113536,0.008239967298644988,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GEOGRAPHY,RS42_NEIGHBOUR_32,RANK_RS_32,21,408,-0.0042363602303243965,-0.0034676926378762185,0.44607843137254904,-2.1826559228008127,0.029061158164345822,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GEOGRAPHY,RS42_NEIGHBOUR_32,RANK_RS_32,42,339,-0.004403915196495518,-0.004518936735814827,0.4365781710914454,-1.2908273519923776,0.19676355104200893,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GEOGRAPHY,RS42_NEIGHBOUR_32,RANK_RS_32,63,292,-0.008804240845171606,-0.0065043039792949675,0.4280821917808219,-1.8449185770177408,0.06504938388434034,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GEOGRAPHY,RS42_CENTRAL_42,RANK_RS_42,10,435,-0.0014355951059852197,-0.0013153622350755567,0.4574712643678161,-1.5924812278482443,0.11127661777117413,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GEOGRAPHY,RS42_CENTRAL_42,RANK_RS_42,21,373,-0.0027704356464879716,-0.0023566320591549283,0.4718498659517426,-1.45227003394791,0.14642653619630777,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
