candidate_id,control_id,diagnostic,period_start,period_end,months,relative_return,m2_allocation,notes,value,unit,ii_plan,notional_gbp,subscription_treatment
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2023-07-31,3.0,0.008042486691293815,1.0,Compounded candidate return minus compounded control return,0.008042486691293815,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2023-08-31,3.0,-0.01937028110475847,1.0,Compounded candidate return minus compounded control return,-0.01937028110475847,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2023-09-30,3.0,0.033252361198483404,1.0,Compounded candidate return minus compounded control return,0.033252361198483404,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2023-10-31,3.0,0.022908580353112606,1.0,Compounded candidate return minus compounded control return,0.022908580353112606,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2023-11-30,3.0,0.03264326014386665,1.0,Compounded candidate return minus compounded control return,0.03264326014386665,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2023-12-31,3.0,0.013692299730567292,1.0,Compounded candidate return minus compounded control return,0.013692299730567292,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2024-01-31,3.0,0.01223224294580505,1.0,Compounded candidate return minus compounded control return,0.01223224294580505,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2024-02-29,3.0,-0.0030708643334276253,1.0,Compounded candidate return minus compounded control return,-0.0030708643334276253,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2024-03-31,3.0,-0.02574110388448858,1.0,Compounded candidate return minus compounded control return,-0.02574110388448858,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2024-04-30,3.0,-0.013666965091751138,1.0,Compounded candidate return minus compounded control return,-0.013666965091751138,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2024-05-31,3.0,0.025021071041016807,1.0,Compounded candidate return minus compounded control return,0.025021071041016807,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2024-06-30,3.0,-0.04167797766351966,1.0,Compounded candidate return minus compounded control return,-0.04167797766351966,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2024-07-31,3.0,-0.03311934241103143,1.0,Compounded candidate return minus compounded control return,-0.03311934241103143,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
